i0	genre	Animation
i0	genre	Children's
i0	genre	Comedy
i1	genre	Action
i1	genre	Adventure
i1	genre	Thriller
i2	genre	Thriller
i3	genre	Action
i3	genre	Comedy
i3	genre	Drama
i4	genre	Crime
i4	genre	Drama
i4	genre	Thriller
i5	genre	Drama
i6	genre	Drama
i6	genre	Sci-Fi
i7	genre	Children's
i7	genre	Comedy
i7	genre	Drama
i8	genre	Drama
i9	genre	Drama
i9	genre	War
i10	genre	Crime
i10	genre	Thriller
i11	genre	Crime
i11	genre	Thriller
i12	genre	Comedy
i13	genre	Drama
i13	genre	Romance
i14	genre	Drama
i15	genre	Comedy
i15	genre	Romance
i16	genre	Action
i16	genre	Comedy
i16	genre	Crime
i16	genre	Horror
i16	genre	Thriller
i17	genre	Drama
i18	genre	Drama
i19	genre	Drama
i19	genre	Romance
i20	genre	Action
i20	genre	Adventure
i20	genre	Comedy
i20	genre	Musical
i20	genre	Thriller
i21	genre	Action
i21	genre	Drama
i21	genre	War
i22	genre	Drama
i22	genre	Thriller
i23	genre	Action
i23	genre	Adventure
i23	genre	Crime
i24	genre	Comedy
i25	genre	Comedy
i26	genre	Action
i27	genre	Action
i27	genre	Drama
i27	genre	Thriller
i28	genre	Action
i28	genre	Adventure
i28	genre	Comedy
i28	genre	Crime
i29	genre	Drama
i30	genre	Drama
i30	genre	Thriller
i30	genre	War
i31	genre	Documentary
i32	genre	Action
i32	genre	Romance
i32	genre	Thriller
i33	genre	Comedy
i33	genre	Drama
i34	genre	Adventure
i34	genre	Children's
i34	genre	Drama
i35	genre	Drama
i35	genre	Romance
i36	genre	Drama
i37	genre	Sci-Fi
i37	genre	Thriller
i38	genre	Action
i38	genre	Crime
i38	genre	Sci-Fi
i39	genre	Comedy
i40	genre	Comedy
i41	genre	Comedy
i42	genre	Drama
i42	genre	Thriller
i43	genre	Drama
i43	genre	Thriller
i44	genre	Comedy
i44	genre	Drama
i45	genre	Drama
i46	genre	Comedy
i46	genre	Drama
i47	genre	Documentary
i48	genre	Comedy
i48	genre	Romance
i49	genre	Action
i49	genre	Adventure
i49	genre	Romance
i49	genre	Sci-Fi
i49	genre	War
i50	genre	Drama
i50	genre	Romance
i50	genre	War
i50	genre	Western
i51	genre	Drama
i52	genre	Action
i52	genre	Thriller
i53	genre	Action
i53	genre	Drama
i53	genre	Thriller
i54	genre	Crime
i54	genre	Drama
i54	genre	Romance
i54	genre	Thriller
i55	genre	Crime
i55	genre	Drama
i56	genre	Drama
i57	genre	Drama
i58	genre	Drama
i59	genre	Drama
i60	genre	Drama
i61	genre	Action
i61	genre	Adventure
i61	genre	Sci-Fi
i62	genre	Children's
i62	genre	Comedy
i63	genre	Drama
i64	genre	Comedy
i64	genre	Drama
i65	genre	Comedy
i65	genre	Romance
i66	genre	Comedy
i67	genre	Action
i67	genre	Romance
i67	genre	Thriller
i68	genre	Comedy
i68	genre	Romance
i68	genre	War
i69	genre	Comedy
i69	genre	Romance
i70	genre	Animation
i70	genre	Children's
i70	genre	Musical
i71	genre	Comedy
i71	genre	Crime
i71	genre	Fantasy
i72	genre	Action
i72	genre	Comedy
i72	genre	Western
i73	genre	Action
i73	genre	Comedy
i73	genre	Drama
i74	genre	Documentary
i75	genre	Crime
i75	genre	Drama
i76	genre	Drama
i76	genre	Thriller
i77	genre	Adventure
i77	genre	Children's
i77	genre	Drama
i78	genre	Action
i78	genre	Thriller
i79	genre	Action
i79	genre	Comedy
i79	genre	War
i80	genre	Comedy
i80	genre	Romance
i81	genre	Action
i81	genre	Adventure
i81	genre	Sci-Fi
i82	genre	Comedy
i82	genre	Romance
i83	genre	Horror
i83	genre	Sci-Fi
i84	genre	Comedy
i85	genre	Drama
i86	genre	Drama
i87	genre	Comedy
i87	genre	Romance
i88	genre	Film-Noir
i88	genre	Sci-Fi
i89	genre	Comedy
i89	genre	Romance
i89	genre	Thriller
i90	genre	Children's
i90	genre	Comedy
i90	genre	Musical
i91	genre	Action
i91	genre	Crime
i91	genre	Romance
i92	genre	Comedy
i92	genre	Drama
i93	genre	Children's
i93	genre	Comedy
i94	genre	Animation
i94	genre	Children's
i94	genre	Comedy
i94	genre	Musical
i95	genre	Action
i95	genre	Sci-Fi
i95	genre	Thriller
i96	genre	Adventure
i96	genre	Drama
i96	genre	Western
i97	genre	Drama
i97	genre	Thriller
i98	genre	Animation
i98	genre	Children's
i98	genre	Musical
i99	genre	Crime
i99	genre	Drama
i99	genre	Thriller
i100	genre	Action
i100	genre	Adventure
i100	genre	Animation
i100	genre	Horror
i100	genre	Sci-Fi
i101	genre	Animation
i101	genre	Children's
i102	genre	Animation
i102	genre	Children's
i102	genre	Musical
i103	genre	Comedy
i104	genre	Comedy
i105	genre	Drama
i105	genre	Thriller
i106	genre	Drama
i107	genre	Comedy
i108	genre	Comedy
i108	genre	Sci-Fi
i109	genre	Action
i109	genre	Adventure
i109	genre	Comedy
i109	genre	War
i110	genre	Comedy
i110	genre	Romance
i111	genre	Adventure
i111	genre	Children's
i112	genre	Drama
i113	genre	Animation
i114	genre	Documentary
i115	genre	Comedy
i116	genre	Action
i116	genre	Adventure
i116	genre	Thriller
i117	genre	Action
i117	genre	Adventure
i117	genre	Thriller
i118	genre	Documentary
i119	genre	Comedy
i119	genre	Crime
i120	genre	Action
i120	genre	Sci-Fi
i120	genre	War
i121	genre	Comedy
i122	genre	Comedy
i122	genre	Horror
i123	genre	Drama
i123	genre	Mystery
i124	genre	Drama
i124	genre	Romance
i125	genre	Drama
i126	genre	Action
i126	genre	Crime
i126	genre	Drama
i127	genre	Action
i127	genre	Thriller
i128	genre	Crime
i128	genre	Drama
i128	genre	Romance
i128	genre	Thriller
i129	genre	Crime
i130	genre	Drama
i130	genre	Romance
i131	genre	Adventure
i131	genre	Children's
i131	genre	Drama
i131	genre	Musical
i132	genre	Drama
i132	genre	Romance
i132	genre	War
i133	genre	Drama
i134	genre	Drama
i134	genre	Mystery
i134	genre	Sci-Fi
i134	genre	Thriller
i135	genre	Drama
i136	genre	Drama
i137	genre	Children's
i137	genre	Comedy
i138	genre	Children's
i138	genre	Comedy
i139	genre	Adventure
i139	genre	Children's
i140	genre	Adventure
i140	genre	Children's
i140	genre	Fantasy
i140	genre	Sci-Fi
i141	genre	Adventure
i141	genre	Children's
i141	genre	Musical
i142	genre	Musical
i143	genre	Action
i143	genre	Thriller
i144	genre	Action
i144	genre	Sci-Fi
i144	genre	Thriller
i145	genre	Drama
i146	genre	Action
i146	genre	Thriller
i147	genre	Action
i147	genre	Adventure
i148	genre	Drama
i149	genre	Comedy
i149	genre	Drama
i150	genre	Adventure
i150	genre	Children's
i150	genre	Comedy
i151	genre	Comedy
i151	genre	Sci-Fi
i152	genre	Comedy
i153	genre	Comedy
i154	genre	Musical
i154	genre	Romance
i155	genre	Crime
i155	genre	Thriller
i156	genre	Drama
i156	genre	War
i157	genre	Comedy
i158	genre	Mystery
i158	genre	Thriller
i159	genre	Drama
i160	genre	Action
i160	genre	Romance
i161	genre	Drama
i162	genre	Comedy
i163	genre	Action
i163	genre	Adventure
i163	genre	Sci-Fi
i163	genre	Thriller
i164	genre	Drama
i165	genre	Drama
i166	genre	Comedy
i167	genre	Comedy
i168	genre	Animation
i168	genre	Comedy
i169	genre	Comedy
i169	genre	Drama
i169	genre	Romance
i170	genre	Comedy
i170	genre	Sci-Fi
i171	genre	Action
i171	genre	Adventure
i171	genre	Drama
i171	genre	Romance
i171	genre	Sci-Fi
i171	genre	War
i172	genre	Action
i172	genre	Adventure
